country_id, name
"6","Pto. Piramides"
"6","Rada Tilly"
"6","Rawson"
"6","Rio Mayo"
"6","Rio Pico"
"6","Sarmiento"
"6","Tecka"
"6","Telsen"
"6","Trelew"
"6","Trevelin"
"6","Veintiocho de Julio"
"7","Achiras"
"7","Adelia Maria"
"7","Agua de Oro"
"7","Alcira Gigena"
"7","Aldea Santa Maria"
"7","Alejandro Roca"
"7","Alejo Ledesma"
"7","Alicia"
"7","Almafuerte"
"7","Alpa Corral"
"7","Alta Gracia"
"7","Alto Alegre"
"7","Alto de Los Quebrachos"
"7","Altos de Chipion"
"7","Amboy"
"7","Ambul"
"7","Ana Zumaran"
"7","Anisacate"
"7","Arguello"
"7","Arias"
"7","Arroyito"
"7","Arroyo Algodon"
"7","Arroyo Cabral"
"7","Arroyo Los Patos"
"7","Assunta"
"7","Atahona"
"7","Ausonia"
"7","Avellaneda"
"7","Ballesteros"
"7","Ballesteros Sud"
"7","Balnearia"
"7","Baniado de Soto"
"7","Bell Ville"
"7","Bengolea"
"7","Benjamin Gould"
"7","Berrotaran"
"7","Bialet Masse"
"7","Bouwer"
"7","Brinkmann"
"7","Buchardo"
"7","Bulnes"
"7","Cabalango"
"7","Calamuchita"
"7","Calchin"
"7","Calchin Oeste"
"7","Calmayo"
"7","Camilo Aldao"
"7","Caminiaga"
"7","Caniada de Luque"
"7","Caniada de Machado"
"7","Caniada de Rio Pinto"
"7","Caniada del Sauce"
"7","Canals"
"7","Candelaria Sud"
"7","Capilla de Remedios"
"7","Capilla de Siton"
"7","Capilla del Carmen"
"7","Capilla del Monte"
"7","Capital"
"7","Capitan Gral B. O?Higgins"
"7","Carnerillo"
"7","Carrilobo"
"7","Casa Grande"
"7","Cavanagh"
"7","Cerro Colorado"
"7","Chajan"
"7","Chalacea"
"7","Chaniar Viejo"
"7","Chancani"
"7","Charbonier"
"7","Charras"
"7","Chazon"
"7","Chilibroste"
"7","Chucul"
"7","Chunia"
"7","Chunia Huasi"
"7","Churqui Caniada"
"7","Cienaga Del Coro"
"7","Cintra"
"7","Col. Almada"
"7","Col. Anita"
"7","Col. Barge"
"7","Col. Bismark"
"7","Col. Bremen"
"7","Col. Caroya"
"7","Col. Italiana"
"7","Col. Iturraspe"
"7","Col. Las Cuatro Esquinas"
"7","Col. Las Pichanas"
"7","Col. Marina"
"7","Col. Prosperidad"
"7","Col. San Bartolome"
"7","Col. San Pedro"
"7","Col. Tirolesa"
"7","Col. Vicente Aguero"
"7","Col. Videla"
"7","Col. Vignaud"
"7","Col. Waltelina"
"7","Colazo"
"7","Comechingones"
"7","Conlara"
"7","Copacabana"
"7","Cordoba"
"7","Coronel Baigorria"
"7","Coronel Moldes"
"7","Corral de Bustos"
"7","Corralito"
"7","Cosquin"
"7","Costa Sacate"
"7","Cruz Alta"
"7","Cruz de Cania"
"7","Cruz del Eje"
"7","Cuesta Blanca"
"7","Dean Funes"
"7","Del Campillo"
"7","Despeniaderos"
"7","Devoto"
"7","Diego de Rojas"
"7","Dique Chico"
"7","El Araniado"
"7","El Brete"
"7","El Chacho"
"7","El Crispin"
"7","El Fortin"
"7","El Manzano"
"7","El Rastreador"
"7","El Rodeo"
"7","El Tio"
"7","Elena"
"7","Embalse"
"7","Esquina"
"7","Estacion Gral. Paz"
"7","Estacion Juarez Celman"
"7","Estancia de Guadalupe"
"7","Estancia Vieja"
"7","Etruria"
"7","Eufrasio Loza"
"7","Falda del Carmen"
"7","Freyre"
"7","Gral. Baldissera"
"7","Gral. Cabrera"
"7","Gral. Deheza"
"7","Gral. Fotheringham"
"7","Gral. Levalle"
"7","Gral. Roca"
"7","Guanaco Muerto"
"7","Guasapampa"
"7","Guatimozin"
"7","Gutenberg"
"7","Hernando"
"7","Huanchillas"
"7","Huerta Grande"
"7","Huinca Renanco"
"7","Idiazabal"
"7","Impira"
"7","Inriville"
"7","Isla Verde"
"7","Italo"
"7","James Craik"
"7","Jesus Maria"
"7","Jovita"
"7","Justiniano Posse"
"7","Km 658"
"7","L. V. Mansilla"
"7","La Batea"
"7","La Calera"
"7","La Carlota"
"7","La Carolina"
"7","La Cautiva"
"7","La Cesira"
"7","La Cruz"
"7","La Cumbre"
"7","La Cumbrecita"
"7","La Falda"
"7","La Francia"
"7","La Granja"
"7","La Higuera"
"7","La Laguna"
"7","La Paisanita"
"7","La Palestina"
"7","La Pampa"
"7","La Paquita"
"7","La Para"
"7","La Paz"
"7","La Playa"
"7","La Playosa"
"7","La Poblacion"
"7","La Posta"
"7","La Puerta"
"7","La Quinta"
"7","La Rancherita"
"7","La Rinconada"
"7","La Serranita"
"7","La Tordilla"
"7","Laborde"
"7","Laboulaye"
"7","Laguna Larga"
"7","Las Acequias"
"7","Las Albahacas"
"7","Las Arrias"
"7","Las Bajadas"
"7","Las Caleras"
"7","Las Calles"
"7","Las Caniadas"
"7","Las Gramillas"
"7","Las Higueras"
"7","Las Isletillas"
"7","Las Junturas"
"7","Las Palmas"
"7","Las Penias"
"7","Las Penias Sud"
"7","Las Perdices"
"7","Las Playas"
"7","Las Rabonas"
"7","Las Saladas"
"7","Las Tapias"
"7","Las Varas"
"7","Las Varillas"
"7","Las Vertientes"
"7","Leguizamon"
"7","Leones"
"7","Los Cedros"
"7","Los Cerrillos"
"7","Los Chaniaritos C.E"
"7","Los Chanaritos R.S"
"7","Los Cisnes"
"7","Los Cocos"
"7","Los Condores"
"7","Los Hornillos"
"7","Los Hoyos"
"7","Los Mistoles"
"7","Los Molinos"
"7","Los Pozos"
"7","Los Reartes"
"7","Los Surgentes"
"7","Los Talares"
"7","Los Zorros"
"7","Lozada"
"7","Luca"
"7","Luque"
"7","Luyaba"
"7","Malaguenio"
"7","Malena"
"7","Malvinas Argentinas"
"7","Manfredi"
"7","Maquinista Gallini"
"7","Marcos Juarez"
"7","Marull"
"7","Matorrales"
"7","Mattaldi"
"7","Mayu Sumaj"
"7","Media Naranja"
"7","Melo"
"7","Mendiolaza"
"7","Mi Granja"
"7","Mina Clavero"
"7","Miramar"
"7","Morrison"
"7","Morteros"
"7","Mte. Buey"
"7","Mte. Cristo"
"7","Mte. De Los Gauchos"
"7","Mte. Lenia"
"7","Mte. Maiz"
"7","Mte. Ralo"
"7","Nicolas Bruzone"
"7","Noetinger"
"7","Nono"
"7","Nueva Cordoba"
"7","Obispo Trejo"
"7","Olaeta"
"7","Oliva"
"7","Olivares San Nicolas"
"7","Onagolty"
"7","Oncativo"
"7","Ordoniez"
"7","Pacheco De Melo"
"7","Pampayasta N."
"7","Pampayasta S."
"7","Panaholma"
"7","Pascanas"
"7","Pasco"
"7","Paso del Durazno"
"7","Paso Viejo"
"7","Pilar"
"7","Pincen"
"7","Piquillin"
"7","Plaza de Mercedes"
"7","Plaza Luxardo"
"7","Portenia"
"7","Potrero de Garay"
"7","Pozo del Molle"
"7","Pozo Nuevo"
"7","Pueblo Italiano"
"7","Puesto de Castro"
"7","Punta del Agua"
"7","Quebracho Herrado"
"7","Quilino"
"7","Rafael Garcia"
"7","Ranqueles"
"7","Rayo Cortado"
"7","Reduccion"
"7","Rincon"
"7","Rio Bamba"
"7","Rio Ceballos"
"7","Rio Cuarto"
"7","Rio de Los Sauces"
"7","Rio Primero"
"7","Rio Segundo"
"7","Rio Tercero"
"7","Rosales"
"7","Rosario del Saladillo"
"7","Sacanta"
"7","Sagrada Familia"
"7","Saira"
"7","Saladillo"
"7","Saldan"
"7","Salsacate"
"7","Salsipuedes"
"7","Sampacho"
"7","San Agustin"
"7","San Antonio de Arredondo"
"7","San Antonio de Litin"
"7","San Basilio"
"7","San Carlos Minas"
"7","San Clemente"
"7","San Esteban"
"7","San Francisco"
"7","San Ignacio"
"7","San Javier"
"7","San Jeronimo"
"7","San Joaquin"
"7","San Jose de La Dormida"
"7","San Jose de Las Salinas"
"7","San Lorenzo"
"7","San Marcos Sierras"
"7","San Marcos Sud"
"7","San Pedro"
"7","San Pedro N."
"7","San Roque"
"7","San Vicente"
"7","Santa Catalina"
"7","Santa Elena"
"7","Santa Eufemia"
"7","Santa Maria"
"7","Sarmiento"
"7","Saturnino M.Laspiur"
"7","Sauce Arriba"
"7","Sebastian Elcano"
"7","Seeber"
"7","Segunda Usina"
"7","Serrano"
"7","Serrezuela"
"7","Sgo. Temple"
"7","Silvio Pellico"
"7","Simbolar"
"7","Sinsacate"
"7","Sta. Rosa de Calamuchita"
"7","Sta. Rosa de Rio Primero"
"7","Suco"
"7","Tala Caniada"
"7","Tala Huasi"
"7","Talaini"
"7","Tancacha"
"7","Tanti"
"7","Ticino"
"7","Tinoco"
"7","Tio Pujio"
"7","Toledo"
"7","Toro Pujio"
"7","Tosno"
"7","Tosquita"
"7","Transito"
"7","Tuclame"
"7","Tutti"
"7","Ucacha"
"7","Unquillo"
"7","Valle de Anisacate"
"7","Valle Hermoso"
"7","Velez Sarfield"
"7","Viamonte"
"7","Vicunia Mackenna"
"7","Villa Allende"
"7","Villa Amancay"
"7","Villa Ascasubi"
"7","Villa Candelaria N."
"7","Villa Carlos Paz"
"7","Villa Cerro Azul"
"7","Villa Ciudad de America"
"7","Villa Ciudad Pque Los Reartes"
"7","Villa Concepcion del Tio"
"7","Villa Cura Brochero"
"7","Villa de Las Rosas"
"7","Villa de Maria"
"7","Villa de Pocho"
"7","Villa de Soto"
"7","Villa del Dique"
"7","Villa del Prado"
"7","Villa del Rosario"
"7","Villa del Totoral"
"7","Villa Dolores"
"7","Villa El Chancay"
"7","Villa Elisa"
"7","Villa Flor Serrana"
"7","Villa Fontana"
"7","Villa Giardino"
"7","Villa Gral. Belgrano"
"7","Villa Gutierrez"
"7","Villa Huidobro"
"7","Villa La Bolsa"
"7","Villa Los Aromos"
"7","Villa Los Patos"
"7","Villa Maria"
"7","Villa Nueva"
"7","Villa Pque. Santa Ana"
"7","Villa Pque. Siquiman"
"7","Villa Quillinzo"
"7","Villa Rossi"
"7","Villa Rumipal"
"7","Villa San Esteban"
"7","Villa San Isidro"
"7","Villa Santa Cruz"
"7","Villa Sarmiento G.R"
"7","Villa Sarmiento S.A"
"7","Villa Tulumba"
"7","Villa Valeria"
"7","Villa Yacanto"
"7","Washington"
"7","Wenceslao Escalante"
"7","Ycho Cruz Sierras"
"8","Alvear"
"8","Bella Vista"
"8","Beron de Astrada"
"8","Bonpland"
"8","Caa Cati"
"8","Capital"
"8","Chavarria"
"8","Col. C. Pellegrini"
"8","Col. Libertad"
"8","Col. Liebig"
"8","Col. Sta Rosa"
"8","Concepcion"
"8","Cruz de Los Milagros"
"8","Curuzu-Cuatia"
"8","Empedrado"
"8","Esquina"
"8","Estacion Torrent"
"8","Felipe Yofre"
"8","Garruchos"
"8","Gdor. Agronomo"
"8","Gdor. Martinez"
"8","Goya"
"8","Guaviravi"
"8","Herlitzka"
"8","Ita-Ibate"
"8","Itati"
"8","Ituzaingo"
"8","Jose Rafael Gomez"
"8","Juan Pujol"
"8","La Cruz"
"8","Lavalle"
"8","Lomas de Vallejos"
"8","Loreto"
"8","Mariano I. Loza"
"8","Mburucuya"
"8","Mercedes"
"8","Mocoreta"
"8","Mte. Caseros"
"8","Nueve de Julio"
"8","Palmar Grande"
"8","Parada Pucheta"
"8","Paso de La Patria"
"8","Paso de Los Libres"
"8","Pedro R. Fernandez"
"8","Perugorria"
"8","Pueblo Libertador"
"8","Ramada Paso"
"8","Riachuelo"
"8","Saladas"
"8","San Antonio"
"8","San Carlos"
"8","San Cosme"
"8","San Lorenzo"
"8","San Luis del Palmar"
"8","San Miguel"
"8","San Roque"
"8","Santa Ana"
"8","Santa Lucia"
"8","Santo Tome"
"8","Sauce"
"8","Tabay"
"8","Tapebicua"
"8","Tatacua"
"8","Virasoro"
"8","Yapeyu"
"8","Yataiti Calle"
"9","Alarcon"
"9","Alcaraz"
"9","Alcaraz N."
"9","Alcaraz S."
"9","Aldea Asuncion"
"9","Aldea Brasilera"
"9","Aldea Elgenfeld"
"9","Aldea Grapschental"
"9","Aldea Ma. Luisa"
"9","Aldea Protestante"
"9","Aldea Salto"
"9","Aldea San Antonio G"
"9","Aldea San Antonio P"
"9","Aldea San Juan"
"9","Aldea San Miguel"
"9","Aldea San Rafael"
"9","Aldea Spatzenkutter"
"9","Aldea Sta. Maria"
"9","Aldea Sta. Rosa"
"9","Aldea Valle Maria"
"9","Altamirano Sur"
"9","Antelo"
"9","Antonio Tomas"
"9","Aranguren"
"9","Arroyo Baru"
"9","Arroyo Burgos"
"9","Arroyo Cle"
"9","Arroyo Corralito"
"9","Arroyo del Medio"
"9","Arroyo Maturrango"
"9","Arroyo Palo Seco"
"9","Banderas"
"9","Basavilbaso"
"9","Betbeder"
"9","Bovril"
"9","Caseros"
"9","Ceibas"
"9","Cerrito"
"9","Chajari"
"9","Chilcas"
"9","Clodomiro Ledesma"
"9","Col. Alemana"
"9","Col. Avellaneda"
"9","Col. Avigdor"
"9","Col. Ayui"
"9","Col. Baylina"
"9","Col. Carrasco"
"9","Col. Celina"
"9","Col. Cerrito"
"9","Col. Crespo"
"9","Col. Elia"
"9","Col. Ensayo"
"9","Col. Gral. Roca"
"9","Col. La Argentina"
"9","Col. Merou"
"9","Col. Oficial Nf3"
"9","Col. Oficial N 13"
"9","Col. Oficial N 14"
"9","Col. Oficial N5"
"9","Col. Reffino"
"9","Col. Tunas"
"9","Col. Viraro"
"9","Colon"
"9","Concepcion del Uruguay"
"9","Concordia"
"9","Conscripto Bernardi"
"9","Costa Grande"
"9","Costa San Antonio"
"9","Costa Uruguay N."
"9","Costa Uruguay S."
"9","Crespo"
"9","Crucecitas 3"
"9","Crucecitas 7"
"9","Crucecitas 8"
"9","Cuchilla Redonda"
"9","Curtiembre"
"9","Diamante"
"9","Distrito 6"
"9","Distrito Chaniar"
"9","Distrito Chiqueros"
"9","Distrito Cuarto"
"9","Distrito Diego Lopez"
"9","Distrito Pajonal"
"9","Distrito Sauce"
"9","Distrito Tala"
"9","Distrito Talitas"
"9","Don Cristobal 1 Seccion"
"9","Don Cristobal 2 Seccion"
"9","Durazno"
"9","El Cimarron"
"9","El Gramillal"
"9","El Palenque"
"9","El Pingo"
"9","El Quebracho"
"9","El Redomon"
"9","El Solar"
"9","Enrique Carbo"
"9","Entre Rios"
"9","Espinillo N."
"9","Estacion Campos"
"9","Estacion Escrinia"
"9","Estacion Lazo"
"9","Estacion Raices"
"9","Estacion Yerua"
"9","Estancia Grande"
"9","Estancia Libaros"
"9","Estancia Racedo"
"9","Estancia Sola"
"9","Estancia Yuqueri"
"9","Estaquitas"
"9","Faustino M. Parera"
"9","Febre"
"9","Federacion"
"9","Federal"
"9","Gdor. Echague"
"9","Gdor. Mansilla"
"9","Gilbert"
"9","Gonzalez Calderon"
"9","Gral. Almada"
"9","Gral. Alvear"
"9","Gral. Campos"
"9","Gral. Galarza"
"9","Gral. Ramirez"
"9","Gualeguay"
"9","Gualeguaychu"
"9","Gualeguaycito"
"9","Guardamonte"
"9","Hambis"
"9","Hasenkamp"
"9","Hernandarias"
"9","Hernandez"
"9","Herrera"
"9","Hinojal"
"9","Hocker"
"9","Ing. Sajaroff"
"9","Irazusta"
"9","Isletas"
"9","J.J De Urquiza"
"9","Jubileo"
"9","La Clarita"
"9","La Criolla"
"9","La Esmeralda"
"9","La Florida"
"9","La Fraternidad"
"9","La Hierra"
"9","La Ollita"
"9","La Paz"
"9","La Picada"
"9","La Providencia"
"9","La Verbena"
"9","Laguna Benitez"
"9","Larroque"
"9","Las Cuevas"
"9","Las Garzas"
"9","Las Guachas"
"9","Las Mercedes"
"9","Las Moscas"
"9","Las Mulitas"
"9","Las Toscas"
"9","Laurencena"
"9","Libertador San Martin"
"9","Loma Limpia"
"9","Los Ceibos"
"9","Los Charruas"
"9","Los Conquistadores"
"9","Lucas Gonzalez"
"9","Lucas N."
"9","Lucas S. 1"
"9","Lucas S. 2"
"9","Macia"
"9","Maria Grande"
"9","Maria Grande 2"
"9","Medanos"
"9","Mojones N."
"9","Mojones S."
"9","Molino Doll"
"9","Monte Redondo"
"9","Montoya"
"9","Mulas Grandes"
"9","niancay"
"9","Nogoya"
"9","Nueva Escocia"
"9","Nueva Vizcaya"
"9","Ombu"
"9","Oro Verde"
"9","Parana"
"9","Pasaje Guayaquil"
"9","Pasaje Las Tunas"
"9","Paso de La Arena"
"9","Paso de La Laguna"
"9","Paso de Las Piedras"
"9","Paso Duarte"
"9","Pastor Britos"
"9","Pedernal"
"9","Perdices"
"9","Picada Beron"
"9","Piedras Blancas"
"9","Primer Distrito Cuchilla"
"9","Primero de Mayo"
"9","Pronunciamiento"
"9","Pto. Algarrobo"
"9","Pto. Ibicuy"
"9","Pueblo Brugo"
"9","Pueblo Cazes"
"9","Pueblo Gral. Belgrano"
"9","Pueblo Liebig"
"9","Puerto Yerua"
"9","Punta del Monte"
"9","Quebracho"
"9","Quinto Distrito"
"9","Raices Oeste"
"9","Rincon de Nogoya"
"9","Rincon del Cinto"
"9","Rincon del Doll"
"9","Rincon del Gato"
"9","Rocamora"
"9","Rosario del Tala"
"9","San Benito"
"9","San Cipriano"
"9","San Ernesto"
